Account,Number_of_accessories
a53da95ebbc4bccc0a584df4828af5599e5dc8b463c955302a239ba6265fa94e,0 
d3053fffa3ea964bd8e00ac6f65e392c85c8144ead64b7421e55670956bb06e2,1 
2e261be3394425d7cf0f72bbdffae7ede535d699341560bf564efb7a9af6e277,0 
e6d90f474fb75f2cff4c675e989612065239611a5d36b2858aa7130e633650d0,2 
2807d966602c3e78b7ed580ca0175e9341d58bb404070398c466486d132d1b71,1 
a37e7c7d5e8a621f283e1882fd7c0ed46dce8929a59ac2bdc7ad0d4714a2ba93,0 
8d4afba0ad6d49146aede494833b9852daee48d1421ffa0dbc6bb15677bd6ed9,1 
7e2dba0e3f8ffb28a892899277b0595f7b1c0a1cd5d918568a965c432f29d949,1 
5b0d0ef3f5ceb39709e808dab2923390826fbedcc62da14085a7a641a654cdb5,0 
9cdef961b04be1feb9d71f6cc4a076b7ab41fbba94f7817e0b5b5dc4ca4cea68,1 
41459b9f397337145d074f152ae8019a97679f90c04ef08ee038149eed93c63f,4 
6ae22a0fe409f87c35a3e5cdb21acbf0d2cf4e97d251736afedea89747e34794,1 
e99d8a8e0e1fa872197e8f64a9e51aa166e0d9f49f401707c91bea3a69f74a74,0 
d8efc3c25fe9c8179a96844554e522026f1995a2963bc0ef880425d4d823f29a,0 
d8ecbcb249baf2c51324fbd306390838dbb118cee12f5c766fcdf0730db7b152,0 
ac244ab404eaf01bec6d9f0fe6ee961f6fff6de227f37c5a13ed02ab70539d25,0 
7b8b8301a000066b41a25a9a78e31f60d57482dd35e0cc2b4f273f03999dc9ed,2 
1d6e8ac822cd924cc57e947a199a5998b4256704d0a83eb0669bdb59ffeae9ec,1 
a92c2b25fefa40179c4d0867286a69b604840b4aea36deb8ec361d330664d181,0 
0e0cc47fcf6cb2aee06139b624532e1ec76c45175efbd618a542c4004dab9c16,0 
e18aab189d98d1eb6b909ffe232d6ff751fa979c60e75177ace2047df428ad3d,2 
d2c232a196fd5f835e00be7d62ac5e0c95bb765e656b7ee1849d13e697b6b85e,0 
13ffab722cf4aac9487fe92af6f8c986c814411ad10b3438235e63caa113c437,0 
f9d6755272a1276176a96d44c3831d081e453190d157939cf37c86143a97c8ab,0 
bdb34f2231b562ec1d89c4c55e173eb6955ea783493fb6348ebc90a7dc5a18f2,0 
13c27ba39a5f7e79bd79682bb4439a2e6f5ad6850e2a3b537f6eb1579957fe25,2 
11b11fd680425e2d4d36cc28c7f7ad043e607baa6f0bca5fc33fcf75d12901e9,0 
7560f49074d4ef4f6c1396d146ed6417201f788eb1cde8f06d3ac9ead6b31239,0 
a55a9d8e2c8372784ad162cebb59fc3a82cd3ee11894376eb4cded47875f0ab9,0 
0e983d8f5ae790ee0d1fb6be02c74a65116b9d21b722cd36ddb9eb076af6e275,2 
e802500081150568f2e585b4e670f19636f3590974b25ddc09ffa2d43f0915ef,0 
3b3cc77092ef2dbd97038128b444bde776d2ff88cca0e6b3a86c7fd3f8cc6b48,1 
b8948adae14ad993e044052bba793dc07fe2d4401add0acaf0d5983d475415ee,0 
14fc0b5e4c81d5bdcc60c72352d6b74695adb4e81d5b7ffc3bf4856d2b05b54e,1 
b42966abb0a643045fbc1ca144b020e2193b808a59ed0326a501eeca06795f3c,3 
4cf69b72db20acd7c9349b5923c47ebf5c6525f09a62b677005125abd6d2f80e,0 
258144c1bc6e2bc5cc94aac8dce8d30e12bc427b751a468b8432a8b97e040f88,0 
673a61f8302bef8cb26b75749914a0f02e2b5d30a9f438d3336f3e629acec87d,1 
d29386bf67cf4f09411127bcdb4f4888117d9c06fdb82333774c07dab0669d66,0 
f581d6fd19212cdf8f46924546f0dc56fdc157cbe2e7344d9ddea935d1d4e7c2,1 
32785fadf69fa5d2099a3494dd65b5c76637324fff80295d25fa2c61f9aa59a3,0 
c0b4f94daf9538d52dce871ae48e19658819cafd52d27398753c3f14172533dc,0 
f7df6cad394e7f4c1c312bbc4c787823d607f1eac85b25020aaaf4ad621ff01d,0 
cfbe1a7b8ce7c691f1cd8645b435a8e5f0605ff40771db7e8d09df345fd1f243,0 
00c283863d5649e295586f0364b56b37fd0d5be10b45454003b2b34b76f1c841,0 
aac0b7631933c9af48e3a6b2f095419991a50cdef8b2330f7f5a26a785850792,0 
c6d7a18d9fb1ac0c55b566a589ee1759af99a21005240bab5e571defe643fec5,0 
194ac2da6de14461eca00cf04035a94e63ee74f035de485885ceffcc94e4c54c,0 
f692a69f152cd84e54dc9152e83a5163fe721bd6d35c1f1d561cde57fd4b2e26,0 
7b559600733af782b4ecc4949d28744ad2d15a4165821f304809347560926696,2 
2da6f9b6b3e6bf03f9308aa721b75bd180ada8230bea95fcc98c2bacf7de43bc,0 
37c0711488954888fb85c69c47dfe84ed31fcd083107cf9742b4b40ab9a74a30,4 
54da4425ab67daa426f4ef37bcbe8e6124894c39d959cf118fe11a13bd8121bd,2 
985aee03c578667a15b52d51b467a6c79d2958f717828365b8ee266e03c2d326,1 
54e9673e56c6a32d9d9648fb1248e750c1de36e66db5bbd2eb0a462ccd430dc3,2 
4a9e28c7fe343d82d2d31fcb17015d600466091e95aaf716d943e2f5e5f08d6d,0 
44f059d4153b6c39623e75567366216fb4eda71d75885ffcce440a8c326630b3,0 
4205e9b7e2e6d2416297abd8d357f27e53e6bff9da26be00aa36d738922b39b1,0 
fdab27844b32357777a88c87e6bbc0ef8bca9e5ba4b400decb9c889f267de28d,1 
3c82d85842bac58ffd3d3c288366133df0f814062285f830b254aee559cfa17c,0 
c81661bdf72e93ab75a04ca9b732cea4c4a30f8336d347a1b0b7cae65a8737c0,2 
d79082fea6840d16aeeb9c91094804e48d891cacb27d5ec38059d076b25c0353,0 
f9887012f6f3d1ab2f915feea37344cf9181fe1b1957c340f8ca15c2749fefe0,0 
670feef8245beaf7182780de0b34fe85836bd2f891160e99638b09317d8c853d,0 
c752fc19634cb23a5e5e5d10862e108635274afd8d7d853c23f8d3fcd7138d4d,1 
6d67b55fba14682033c671b992c8e56b06e638a60cc3eebef43bd82ea82156ff,0 
8a43bdb0ca3a516857e0b9945ef11cb9562911295194ec9894c5cdba6b7561e7,0 
90222144719b9f6309d03e64011a9930cabe045ffa3afecc295842f09cf9e4ee,1 
e55098a699630188b5a623e1d0ef0065abf14e00ec705d52676b54bd316bcd7f,0 
7249cabd2f36ef391c545cc8df7d67219a795e2c1f898e05f774df3bc1a158da,1 
dc992467a11eb5c47a92cf2f4e435a778caba5da27272c0a25854733afa90a9a,1 
35edcbd18612b0834166c4399328e91b300a23a92e1ea9eb41b02583e1163765,0 
5b3b1b8d468d7d61b9e13f1ab05120f30dfc05183b3459aa03dcb28a36ed535e,1 
2c9e74c0f039bb4c217c3d070d4121c6b7daac518b76cc34c500e82deb81e5b5,2 
5cde00c94c4f6a00807fb2ae25202a5184cee3815872c7195c4bbb87b685fac6,0 
20b704ab427815e76177e409814bf8035c425a56914d5d27e9e1943d16ddace2,0 
5f4c619dc8981c9578f9a0101695ddb242174e64f0ae327c4759cbe2cbac7dfd,0 
b815d002304d553477487dd48e7e57803bbb5bde51720d191f3e13f6bb79300e,0 
b33a7b1b0ae91227788838cf5e0f49ea5b7b4f3d66f6787ccad2cf380328d03e,0 
c78496d12ce8e2cda87927ebb564921740a6bd1efc8d5081c265ea3185a57a90,0 
8a53c8da6de10e71591a8d86be91b6db62155bd1f8327f1509b922b407f51fdf,1 
aa5dc64d02ae1421d3627d067c8c0e28322e0f1a5086cf061982a608a6f7da2b,0 
162a848106c4848999b5f5bd7fe87c7f8d28ba04fb66f3f39ebbbf70291f5414,0 
2874269cb826f9d4e23622d215146c5f1286e98d26c5ae5a4ae6568b3737e7d2,2 
a77801227ac4ca16bb1286c503c3f3c435764e7f6af450cb7437945eb6a288fe,0 
a32ca4e99ab5cdc61d421c4af6f373ad7fc37d9eaed8b251104a094a0ce305c2,3 
9d185fa00f362b26badbf1e3ab713b08208d84d7ba3c8b19177dd3ed8e9a9cb4,0 
1633050f2f64a94b0f1f2543f067978da746b7d4662b4eb6baa9dab23c3b7e68,0 
4a989ca09473a320f16430956e6bf3946e5dcd57b981b1db931e853b8f6acbd2,0 
5b4b8450d6dd063d517d1ae788967eb956ff49c43b824b8e4f5abfb3c417676f,0 
ec15ab89d845eb617a77fff508ac4414a55b99a87cde447ede9ce5646f899ca5,0 
b80fe86c537bdec7e14c0e1f51dcf727b3a0ea3f6a86b06cadecadcb14b3b904,0 
cbb03f39645a55525c6bfee701a62d3ea2f18336b0ac59c6675c170fa8bf24c3,0 
814a113491320fccf550bb9998ffa32a402fdf2cb22eb63d067076402f3df72c,0 
90117bf90682f85f99649fac1d892f958f56b77a26ecb9fe50d6e61fed04ca01,2 
7fa05c3af86486ab334825f3752211b337488352d35ceb35406a9c40196bd365,2 
618857b7684de73928307aff1613207e550dec3a4e25885faf2e65796ce570ea,1 
658645ffab5e404debc0c1f51af04cde5cf04261df74e58c29c859ce1498531d,1 
b290742f4eb591614e1e5b87185d5d767fced415ddf26b95ca3b5cbe7d214555,0 
8c67f75837075c7779283de2dddd7835e49bba609f76bf489490228d888ef739,0 
ed88109ca19867103aa33c5ab064706ad31b491a86be539112950b1cc8e455ea,0 
7918103ff8b336f62bc648f98a941c414ce916e054e58aa3814acf5093c84ea1,2 
1e39d3701c8f90fb5abb817b39b1fee81be8af1fed64d3616cc7ee110b94b3df,0 
fb416955e788ab71d1c78c32605d9af894187e6c89b9965dc54db12fa2892bd4,2 
6deb5837c0c4fbf7e80ac483e630096e7d468b610f88800566c3fc87ac53a3c6,2 
200b154a0da363ca3ab74697ce941619d8fda211f6f59741117cb7dc5d65cd90,0 
04b3b22c656c08a4d54bedeb43a16cd58b26229e20ab3d39e98b2e1b471eed2a,2 
7bf288f4d1cfc4035e107606ee7a48df052e53afe5235383c60b3436d754cb75,1 
f7abedebce2a2ef8ed56eb33ca7233952747e48f6fdd5b3e6f912ccf75e90f7f,2 
b4adca8fb120262ea5c279744ebf8c87aebc01b33f61dc8ffddd1ce704313b0a,1 
8da138ad5c36b0ff598493c28248be959c90bf8a6b222401c9a425f44b20740e,0 
3b9b3846c010ab69c42e3a88139fd68401ff2c8dae1b4e8eca97c571949efc71,1 
40a724deddeb25446d44d2123f952cb2f3c35fde602823359b00c1e9bd19220e,1 
d73fafbc6e70c458227deb3c00dbd36a10af597f92d3292e53c8f865d337e297,2 
794d1f6723cd4db75fa08a0f15a921d3ea36138576a76b57eba4dad071bb4249,0 
bf095e5c54d51c51c7229fcfd22940433ddffcd15d494be1e2cea609234c1590,2 
52ae8a6f67b8db44d290267a1e328a6f52271d78d0c9f2c297ff511da39acacc,2 
ebec1c505431ff768f059d339d5387e32986f764edc44f28f227fd06e655973e,0 
7d7e998263d36d7dd1b5ab4760daee78ac00f163289f0eb2ac7fbabeb53bca3d,2 
320ed66b13d0dc65e2a836bb369f86b0dc402368a501b92d0517c6450194bbfb,0 
046a3f2f3d47423c4803502c1b6cc4ee0dc9e401f353edb336a4fa55cb9bf234,2 
e25ba2ca14623cb482a92f3ce976fc2bdae93171d38aece3e3ceae5b4847ead1,1 
0551bf9dcfd02e02926958839f22f871f50378729536d501ce36bf7e953cbf29,1 
2936014f92972ee0de7da9d0ace9893e151991a2dc1c01e8e09b6dc936e2e1a5,0 
7085f7970aa793cf5eb3a7d41698dd213749130341c3faf96439aa9b8d3e15f9,0 
3496ccc519f4f67acbed07b7ab74757da29f720341f14506db945b64c34c5c43,9 
6ff9f985fc9cb89b30c8bfbef8374b63e363aca8de642f5340900e1e8e53a09d,0 
97d3b5c7dee25ead1f1b8b4247a109ed1e9b90e472676ed16baefe7d01dd896e,0 
1939ae0d38e14a78290c822c2d98553fae16fff58fbc8dc48c399d7ae169a817,4 
71988b54973c3687840db817ebc6c27e3b6dd7721422d17d0437a191c45672ca,1 
dbcf948927d6c1f4f116cbf28b2b8170305b438a38358726011b106647094303,1 
59c2d99eeee43761850629e5cbc00f897b0bf039f29536aa0f066ddddd858108,0 
886762f758ebfa1d44a73cc318d19c79f296381be1ddfabca50b862ceb16fcae,0 
9da9484f07bfcf01cd0d651f852a140b551698c12fba92a495e4feddd37f710d,1 
309b4014d0c4fd9628542df168bc89ee2e4d8e7cb1bbd527f700bcb1a4c0cedf,2 
0266f43d80a9f80f23657aa76b38e29dfa6159a41201f02d5f6b05d1177847e1,1 
ffa8c0252106d9a545f04b065dd6a6b738e2d271b59fda14ea75cf540056fb71,0 
a9700ba8767d4ed1b66ee41465acee3dc3a139aec7eb7f6aacbd30f501035192,0 
5e03694830a54aa6a76251cf25ea92c1cf0d635f1398410e3d860c311f90958b,0 
8a59dae35a0d1b261ca035b51f5a39c8d81e94ca2ceaab7790fb1daa00015482,0 
af902ec3e6fc5ff95a8e8738b0617f7d432d9ff267a1579c9f9ec488f111fd75,2 
582a15c4376699304a683ba3c8412fe61f17b3e452f70784e93ebe141fbe5c51,1 
c75fe787358afb58a91da76436fec66f97ca6fde4d471c5ff189e620908eb704,0 
4e52c6a5e2641c8b2a795db9bfbb8770c6dcc5110d06b0f6cd23cd7d3d245588,2 
cf0866d63987cc9eaf2013b86e5c9197f160ff763e81b4ed5e5aed80c42d17ee,0 
3463a5279657f8f694e81f0f5a5f840c08a502d49c0f3024a015abd859384c61,0 
d1795d19da19987b3ec2dc081e548823e4d6cd3bcb66a8d04674a08685cc6d6d,0 
459778b45ac47a74bd4075ba81d6b5fa2fa065416a8d51a2be59b5774aa07f6d,0 
62de7855eda19f557978c85befb72391bdd31dd859b73d9dda6e3512f4476801,0 
531dfafca1d3978219b44e5d69c40d44b392fd54340aa62f8175b9d8b472a192,1 
4044919894f3fe53f39efed010abf16d6e76fa4ac138c8f567f7ab8acca191fa,2 
3c91d959ae0de252d815f3525c0d80671a4996e6a1dacc75a0b1c8de34c7dae0,1 
14094505fccba2889e8a25e22a20b01120c5eb89979da550d94c8481020dd4fd,0 
006688d581694926f7bcee3f62d1f2e8053eff045a6e51ab650a49ff9be61329,2 
4a8bdcb51f37347a5547a5e655c9e18a5199a4c581c53fe3858aaedd76cf7d43,0 
21874b081e728ae67fd02772ea6de0126adc3dc2d7d51a4e0398b5945c998765,1 
9eb298b9f8bdddd31101fa295e9dc0feb9d2023ad4143273b5260ebdbd167e88,0 
d3bd873c05cd9b131b4607e05f27382cfe1a327eda974ffdbcaf6d19d2aec23c,0 
95b94e0a77953624eff7ee6ca709569dd5426230af59f8e6edff252f22cff23f,0 
3bba8d7304ea66a3f9cc1393abc9bf1e537df02ae9003b509ec962c91e735d5a,5 
5ccb2f853966ff900d9df983cd4fd74040884ca04a35255aa311504aa8f2e50a,0 
8be3b411762f7820b897820ff1e8ba1c0d5f061b16d3c2ee996c3ded727fad36,0 
ac30bdc8cdd256186e8908ee246f39f9d30e6a4162253f77c7e0396c1645c5b5,2 
ad0c4dc788f404c6f09d1b6e23abbf02e247927659c0e4a919b4cc8f24acec42,1 
493d0c61c8969a5e5da5b94fe2cbac30cd56046a1961e14670430c655d3721bf,0 
f58ca350b3fadea69b935d6fb32b385076de6f30e3ed21ef89c2869340ff8e66,1 
549c5d463fdd5729ab411c0ad8a2f1d6f2ea2074485a83154dc2cead6625039a,2 
2a40b4954ba5f27232d79dc1a17f77ec775032a18d65809b7c6763118fc517a9,2 
abcc9183600d50e9ed8ad97f043cb707d708bf943d9ca71b03fd90444e794c62,0 
603ac8d1fb3fbad4dd1f99e38671fcb50a517f0e83c58c05b0a5d39ee44be75a,2 
50d953ea096e05c2954a519ae7544003c197c91ca9771b5b87c6e5034428cb10,0 
b75711fccd6e0d56f8e7074563451d0db7d42f572abd64e95b232d1731cce579,2 
6966c14576b090d803e991d6c004968dd738370b1e58084f4cefb3030a805272,0 
8a826ccc5c69c8307447bcf2eb9a05cc35365f5b56857f3586eebb785ed1f68c,0 
e39c100829713f19ae8059c24e6cb8150ba9b9a95672e1b7897cbb2e939763b1,2 
901ce01bcc4652d177d718b57b128f8b0afd2962e8b74914e1e1ffbac998dc1c,2 
146c4eb1855a162ae896169eafba764f4d24c22e7094f6d35949d410d40047eb,0 
214763f99f8f156ce885493a3663f2c603e9cf7c284aa7520a69e6178b375b1d,0 
0f3f35bb8ab6acc1c635e7900598e7fff3224da15b6a569936597ffb6e513963,1 
d360ba83413713928ec6a61438f7c611c6c81a09b36a99462f654473f9a1a671,2 
7bf5f883008770afe6e0b69236c50462783393ff9a276e4282f3e8e4795024db,0 
76fe0c8e8281b4c6888efa799f5ed8dbaafda3486812ff597b7b39a5cee58951,1 
055ec16005a2f20d245d33b7d9bbe1f974216ba9a142670fda847df5467e2601,0 
22c4a4b8910f5f0e5998f933602c601896f5610178bb3a1cbdd182cb51122302,0 
56009b67648295be0719abcfe01ba5dbf62b366c9dd4123863778cb5dfcbdbb0,2 
f4a5139ff2964cf2f52372355dd6b8ddee92a320c1740b1f60db594d42c6f191,2 
af61935ee4e7cb9231d00d9f0ed6cb58ada4c5887480c4a591022624a5cb7db9,4 
7573e53e3af08e06b84ff0618d5953a4c0b71b34135d96a49d9d4dc1db0256a4,1 
5df6719ebe7c48a34e12328d8be0d1fdb75c49c5e88d88b5352f1d8ac6e11b9b,1 
939a3b76d4c691952ed1dacf51cc1c033221c3915765c2bd4fe5a270f1fc4463,2 
8a59383f76d78d5e22041754d74a2f43e51544bdf55d435917c8d317a74fb93d,2 
5c830cd98956e3e1a15edb585a0e197b847f1ee00874815ee899e986fa09ffbe,2 
6ab381406313ed07b1d5a2f17ce6d0efbeb156bd64abccc5cdb3cbc9a6724abf,2 
4ccdb9ac77940db7a36dd78f5a7d00d1cbd90bd7929b2bac9c56f8e305023ea4,1 
d677a598726f176fd2a8646a61a212afe500f751169ee6732126c5a410892079,0 
5f0f9a0af23562ff408781cd566f5f49287a3fb73e55f645a3b479109b574d45,0 
b00fe7884581571b25ab04499da05e03552fe615975fc20c77010bf9c7b42ae6,0 
01a1010d00eab54eedd293e243f745aa33a6fb7f22fe05acf0ed75e9912e8ed8,0 
9dd57498a527587a278e458a9f7f28078ff724e8fd66b240694d0e02ba3888e4,2 
5829e56162804891d77dad5722bd5cdac4a9ff4a27b819ec2882531c461cb40b,2 
98faa14f5865e1f9b221d880ce57082390d9c98f773117ba7bf0a9fc08992aa4,1 
4a2696828d1d8a694983c27a1a0fd4beea18015baaa28aa1cd5f8f1b1c88f64c,2 
6115053c8215a6b4a1873c3e557ea3e67399e509fe12180bc4643cfe65270fcb,1 
e9b27b60e1e80cca813388f85f539d7a7249839ef1ba86917f1549e465037856,1 
4ae5e312ac75de918c2e6a13b051cb6c614b674805c8b5cef0a0414a946b2629,1 
6e4c2073ffa7d3555eb794376f03056f5a14ce347c211d5592b2285c5066b334,1 
ea4af228df12270da2e9f4c48b71a9d6221242f06d6b5e1692289edef40e8896,1 
ccfc4df24f526d0c59742dc2583da5d7de68369021e60ca85ba3172aa7d0d506,0 
701dd1128414bbe4819c07d14d16a5971a8f56fb83db951fac6e59bea76d4ea1,1 
c60b9a71620abbf10f2e8733b03bd70af49ebcb385052dff8a70adf8759d52c1,5 
e8438e27b15bb0bb51c10d20bc60583202500ed96a0eccca7ec7da3adb145d93,0 
29819dda37cf014661effe95bc09405f650df65cad5cba15900a18fe616aaf62,2 
a6ff148d8321d45d06769c58baf204fed82cb59302570e563e7eb603866b4bd7,0 
50dbf3f571db2d7185c05c3d0bbcb86fa737b576cad4947533acd86e3fa7ff2b,0 
4400d799af64419d656154090eb623b753ff140c9ad0c0b7da544bd19802c04d,0 
db8411a69a24a7c31e4c7e05b6c84bf70ba5671411a1538eee6f5c54b199a66d,1 
9389286273bd8ac6ed887b53861a2a0a95462a73a809e78a72e32f4d7122331a,0 
9812f519f666e56ea2210139076428ddba4f80ec561d8dbd72483cb965823254,2 
9cf1cfb010ea423953d0cdb1dfbd6211e76876a8393f4fa81752df9baaeb13b2,0 
937352bf055669582ec939079a6075accf360f5cd8c88f284fa406bcbce46b4e,0 
8ab6fa95788a656af32a5ba8ec48a5f6a23604e918235258228ea02cb7ef4d92,0 
f58fc093a5bad1ac69bfd21414cc8f21a8b65164362de7620b8df9840b736acf,1 
c57d847f9beaa049ea3089c354c135b1e31a96313ac78402a74f743913751dc1,2 
17a8dbc3798011a98961a94cb4f069253e53963e40da376e36a29db3925b9430,0 
f7a07a08980978dc2170ca5c73bb275169af64249250b3d19554f55b2c71c493,2 
f9193224a8343c0a9b47aeb3b1e8611793b8f7b9aa3302a2cb87e45983b9899d,0 
6550bcca06bea7638b77dca083c195d283c7f95996a031a612d92ffb6cb29800,2 
09ec65583bfdaee78692e3ced05430be4a6386bdb0a7b1c02990d421ea902251,2 
12083eb328e9801cbaf62b90c1ec2ecfe45becd8e6de33f8fc50351eacf8022b,2 
35db3b08655bac89eb40e9a7000baf9d60f8ba30c2c1b0e86c54de873da03d6f,2 
54dd029a32913b3b6042d3fd7058b335e78977b170a096b5ba1c88ecf564a069,0 
8edbbabab0f9cbe17d34b263521e29d79042f40ffa8cc411c09f0b6b0fe6a602,2 
a8c9ab3117d8816e837a9d2234a92241bd8f35451b48feb8af974da84f571c42,1 
28df86507c3731d64fda5f2d895aba031f657d9031dfdff48c2ade3fc1f04c6b,0 
90a0a1e629202a93721170177c698703780a13b56e89c3201bc0fe567e43f5f2,0 
6a3eb69f585c6b03a9c2231f5b7aec63af96cfdf28007c10c0cf538a76ffcfdb,0 
c932ee8dc445d3e8268f4810eac4d964383f2af687fcbdc2dcb3fe748a1ffbae,2 
f6c7489d6040557eed0ca3d76d184fcf1f150d7498385b07be3c3f014fc510df,0 
37218afee41cc8686e20548c833b4cf34a11de5f46e6bcce1479490bbe37a542,1 
631f1dcbc53b798bdd27bbe15065313427d2f7c2c1782d8d9b8d666823ce5711,0 
cfcb34f68323e706459d70521841eb744c4b25749d5008b51f6d7947dddc0f53,0 
fb1ae09822cfa6b9fb989f90ca019d5c6914e80bea67d2cf00fbb4e7e49fd686,1 
23d395fb8adddf2e25bebff8060147d98fb2882a32cbdb1fe94a4afcd0cef585,2 
6cf4b3f2cbf31e143c2b212533633a191132fb88294d43f34822a872139f827f,0 
37d22e0f12317a5d29153c134bffa67c6134a97c557c9195a2ffd8ed1d0fec81,0 
7aa2ac1ca490515a1488063b32563d1dbbcb53a35b98ba8e2fa98fb628e60266,2 
b5a4f4e17485e058f5f7795a6fde9115d005a2a3f453fcfc72fccf0ec50ed71c,0 
ebc81d181ca4408cad51d319eba52731eb7b1d8d56510931b4392262caacc0a2,0 
bc4dfa26f4d8cd0084ace6e04263ce5e49b7355f853a7c37e08932df31ce4aaf,1 
d4218dee07deeb1e9cdd465aa31dd32fca2d6efe57bfd891c47c03ded60961a1,2 
308d0b1988ba44fb26e1188f30ed2a24213c94312198ebeb0c0669b6b888710f,2 
f6ed516e19fd5e03cbe34cf0555b0ae7669a1c160a18181fda352e71d774717a,0 
3e9bb9e734d6c8d38d08728603b839f707770e59b2859e38921dffe633cf2aeb,0 
31758f75971987ee79f6982ec0b6e79437518379f43ab281431ee6df239d81e6,2 
e913cb9bc367230f2dbafb8623d9e03516aa40dc68dd5ecce9805f35717db66a,0 
7367c1b90c5825c084c9b704127754b2e0757ddc10223d613e344db7e161c267,2 
4050c8d5189d7673c562847c76bf80212234ab0d10f83c00135c8694f5f4a0be,1 
ac05980140699d3693ea4940dd7dee1d4fb4e44ba1ad1ad44d2cc3b758e86e95,0 
11dbefaf9272282e3906fdec04375c7fd9ce343ccdc5e20fc54188eb685c3a73,2 
738fc54f395447d48b0dcad8bd81b0808a48df3c5677e8553a19f9fb28c3ac32,0 
84292772ca2725ecae90ad9230f5d6bfc4dc19995e639f608e25642be68e3bdf,0 
35267e873ec29f6aae079f5050995b9a7df87290662e098c34f821dbb02e816a,2 
82f933d514866f9dedb5e02afcfb043d0a968fb49c68432ba5f19a40d00f128a,0 
58febe29b0adb299501c27deeeef94b5a4c96f0eb3e95d475c70e6c76f0ed99d,2 
33f545b87fca1fbcf4c7148a0f16f8d0b9f382d2152443a72fdcce76cb13d735,0 
7cc22f9525a010a17b0a4ef5f824729bfeae551711e4a7a9696c8b7fdb17c849,1 
a429c13498fa39dbc5952e1d2d01ec4d65a348cb153c54bf0ea1997d0af33bc4,2 
4207f4693be326bde4bf7891800f88cf373926ac126449aad44ebfb8f8bf7be1,2 
244bee3af459384dde0b6cc9c46e160a285358c75597937584e522c466e9ad36,0 
15f8e805fae25b38927f98e567866e327eb9f9060a322e0331296598f51949f3,2 
55aba1b1183edf465a5c8c07abcbb491ba904fef1c1766ee3a62fbfda09b1204,0 
eda39636444b317e5fe3784cefbb69cbc8a683555576ae443fa90afcb01ca4f1,1 
082564af6724b17fbc4a3de233ff942af114b84c9e833025c86e42c7d82c8c5a,1 
a8c2ec218d9f56471af293f82330ef1d139a578b28fc0f1e8dd13f03736930ca,0 
840255bbaa2b84307b09c0ac67ec8be05c925d7dd75a5a0a9053717dcdd6ce26,0 
ff8c5d6b055e083b1e400c59ec2e8fa9c364e1edfcf80a12babae6a82f62fd05,0 
1d5f4bef507252afe5562ff1b2756716065977e7de4a304ad372d2c36db35ede,1 
7c2937d3c03c8d03dafefeae6de119c47bbf573e1564df6eca20441304d1e773,0 
a68745a65487b2f3b86fe9e78b1e754202f8031760725b4fc4e1aa48fed6f90e,0 
65b32b09b61fdd29f8c731b93fa8d49994c731b0ed5f7c5d3e02d5e351c0b99b,0 
527f4857f88275bfd38cf471c51f3506e68e9fc173e9223407ec250a99c80cde,4 
ca0378adef10ec799319906a31dc4717ddd434fa60187dccf2a7e5b95d15a327,0 
d1733d1285edd4092ec537b227cffb5d0b5df2b0b55d6cb0195d139f2bd887d7,2 
dfc4c3d01dbf34c8e7bb2fb74eeafbaf3893a14e2f2b6374de397b920da4950e,0 
fcacf71d1b189b912d9e1396b7386e1fbe61fac482d68065d8f1226ef63932ae,0 
37dbcd84143ef13fe061297d5c57db4248176e6c3c11220aa26eba53c7bde969,1 
36e1863082c680341c715b9f416e63f0d59bdd965b54606d0450375e41dfcf06,2 
adde4b2f40d90de6f14841d04f59e32a3de78402528d7413a7a9aa79c22ea3b7,2 
29ab2637f4fc45cc971ce1983ce2305268b89266e235dbf1a9a7ce500a4bc3f3,0 
a2bd96f6dafe046df5aba8430559a4a91a8b61eab328db5fab309cbcfa2a314e,1 
c130c76a1190c4873243070285b8db6893a5682712382fd31fe564a729f615b3,0 
83639a591560592184371f1db0cc376794e1011cbda0fbd273fc4530172310cf,1 
1168a58caf83eeb9dfdc0a2f580207728d9dbe2ca530dd7c21eaffc341966fbc,1 
7df1be66e566555ac9faedd8e090559fd2151c1ead23b625dfc07c5e10cb645e,1 
90f633f3102e8bf1c475eb2bfeb9f4820f2fca531b1c70d12eeb029b7df3ff18,0 
4d74d758529ba1e8895001cc703973b0cd0da0c424a6fc0c32209fac4dff9b3c,2 
09b3bcc0e571c50e576a377a4786caf6e04cc103a7e7e35574d309526c90d829,0 
d818fc1b32098e42c8a80c5cc2678831749f2516d19ee7932cde6f6d3fe8ad10,1 
cc2fd4e798ee90bfb87ced6280f5b4d79dcd4476d27161e87fb3e18907c1f885,0 
cc17e4256a3db448d200d233982747831d0fbf918165fb01c10cfe15ca652ab5,0 
910001ae3719526b6e00be45d831846aeaf25de7034673487abe3e7131fd154a,0 
63cfd7c3b6cd04132c8ef17ddfba8d8c81df45c52da93390dd18793fb577a2cc,0 
50d52b11227a9e7282c2439c10ed036cff9aa746a2f9802e5799e1f6a5c1c73a,0 
ee993baa9d0f8ca28791591ce9057afdf993c43d9207656513ef76835664124c,0 
27242364563fe566d8a0f01bf1cd88569407883fd678de4a643dfffca74e2cda,1 
c7ca36480549585c630d1358f734251d8ff2fbee9ab73b365652389d11218b0e,1 
5d542a8c7992589cf5196781af2c4661ac31c06885b7268167fb253536b87ca1,0 
