Token,Time,Seller,Buyer,Price
bl4ve-3ikor-uwiaa-aaaaa-cmaca-uaqca-aaagf-q,1_643_793_959_764_020_925,jwqzd-funnw-32fgd-tunnc-vpfzw-btuu6-obdo7-tdap3-2sxvh-snfxe-4ae,9cb93a579f50616a7860ebe5b78b6c0b75454d7e537e8181fb3bf3c8a491116c,150_000_000
lrg7x-cqkor-uwiaa-aaaaa-cmaca-uaqca-aaawt-q,1_643_794_031_645_747_718,f73jh-rh3wb-77ywf-ahs6i-2lcbz-md5ms-imzvv-ho2gb-cnqvg-umfvf-iae,9cb93a579f50616a7860ebe5b78b6c0b75454d7e537e8181fb3bf3c8a491116c,150_000_000
akkg6-qakor-uwiaa-aaaaa-cmaca-uaqca-aaahd-a,1_643_794_083_753_335_065,qc23t-ukqsb-t3k3b-ioskl-2orzk-jnod5-ouyda-ku7dy-7t2hi-jsnai-oqe,9cb93a579f50616a7860ebe5b78b6c0b75454d7e537e8181fb3bf3c8a491116c,150_000_000
6er4l-aakor-uwiaa-aaaaa-cmaca-uaqca-aabht-a,1_643_794_162_836_032_326,jczou-l7zcm-pw6xe-dbews-2hrxi-eei66-nykkf-r3wvb-5a4ao-bujll-qqe,9cb93a579f50616a7860ebe5b78b6c0b75454d7e537e8181fb3bf3c8a491116c,150_000_000
owjv7-vqkor-uwiaa-aaaaa-cmaca-uaqca-aaahd-q,1_643_796_181_697_576_320,ae6xa-tkxgr-surbr-4xvty-mwcrz-vgi4n-2bngg-svfol-rrqfj-6b6fl-7qe,7e6c6c188cac1bee498a70b0baf1eef42484abf37cf1ab25c17107d135b80fb7,210_000_000
3d6wd-xakor-uwiaa-aaaaa-cmaca-uaqca-aabwd-a,1_643_874_948_252_119_166,kwhoq-kk3rg-u5zlo-odwsl-keebv-zalkd-wakdp-lz2v6-4t7i2-z34w2-hae,39294f6e8cba436a3ba706f3339995447024010079b7d611fddb68a63112acea,129_800_000
6kjeu-sakor-uwiaa-aaaaa-cmaca-uaqca-aabv6-q,1_643_875_221_493_390_147,zz6h5-ffioa-inok6-sgpw4-34vcw-y74f3-4jwsg-txr2o-zzdee-qrzrp-iqe,d0908e7b3eaa10dd60f5bc79fa7d5f91895ba46a319e82d646092b188dd59f50,156_000_000
be4lo-uikor-uwiaa-aaaaa-cmaca-uaqca-aaacp-q,1_643_965_284_994_413_108,kjmbf-ebr3a-vhwri-ahy2p-awgxh-4gqe3-vvvuk-axk5g-z5cx2-omca4-bqe,1f92373a38884ee5849e9fcd92e42b1741e1dc8b7f103a40a41ffb5f9b052d4c,150_000_000
ci4re-kqkor-uwiaa-aaaaa-cmaca-uaqca-aaadf-a,1_643_965_330_225_748_830,yohyr-r3e2h-icewj-slxjy-z4ozb-cjktk-po6m5-wkoda-z6mys-lhq6z-3ae,1f92373a38884ee5849e9fcd92e42b1741e1dc8b7f103a40a41ffb5f9b052d4c,140_000_000
34abv-wakor-uwiaa-aaaaa-cmaca-uaqca-aaaij-q,1_643_979_433_826_062_526,baen3-yqw6c-od36k-chvki-5jwly-lx34z-zfdxu-5vbfb-xogkm-4cvsx-xqe,000cd4fa26b50cfeefd25baffeb2deb756f2ac93727e3752bf6ddb36c44be275,110_000_000
66n2w-fykor-uwiaa-aaaaa-cmaca-uaqca-aaagi-q,1_643_989_560_845_179_267,lhves-ubhq2-o5uko-a4get-ns35i-wlfsk-ibyvj-3yqc5-ctzpr-oikj3-xae,7085f7970aa793cf5eb3a7d41698dd213749130341c3faf96439aa9b8d3e15f9,140_000_000
wuqik-nykor-uwiaa-aaaaa-cmaca-uaqca-aabwj-q,1_643_996_432_576_863_562,rbfr7-ozk3e-3kid7-qrsoj-7gnsq-y7f2s-dmcjk-uyhbe-kirbc-7xucn-qae,000cd4fa26b50cfeefd25baffeb2deb756f2ac93727e3752bf6ddb36c44be275,110_000_000
hme3q-fykor-uwiaa-aaaaa-cmaca-uaqca-aaa2d-a,1_644_005_100_266_548_225,yxdxa-lzeqv-47b2j-sfucy-m2db3-gtb4l-3sh2i-3loeb-bngwy-ukrqf-lqe,b5350f33ab7f0f7d2454b48d07154e1d27c37fbd30c277427e81b2fcbbb20d27,199_000_000
36ikl-rikor-uwiaa-aaaaa-cmaca-uaqca-aabwb-a,1_644_049_291_807_111_248,risxb-ndc7p-5onnb-5zzof-wtptr-74e3x-cbrgl-eed7x-gtx3v-pwqxj-sae,7ed254e3169e1335c5340129f7d946986358af9cb21b47cc7268f3c284089cf0,135_000_000
3lxeh-kqkor-uwiaa-aaaaa-cmaca-uaqca-aaad4-a,1_644_061_326_701_022_251,fmbnv-cg7mh-6rvok-5lepb-pprbj-h7ibg-pg54t-disys-dmd2g-lxmuq-6qe,fca5e441bc3d5969b5282c8d0c7f440512de7f70b7a6fd78e6ee150b5b18d951,122_000_000
pd7dl-2akor-uwiaa-aaaaa-cmaca-uaqca-aaafg-q,1_644_064_157_503_059_414,lhves-ubhq2-o5uko-a4get-ns35i-wlfsk-ibyvj-3yqc5-ctzpr-oikj3-xae,65c5f34a3a20d4934272ac64fc48f7791224224c7c0b9166f41b943be8697ad9,170_000_000
z6vau-5qkor-uwiaa-aaaaa-cmaca-uaqca-aaa4d-a,1_644_080_132_588_582_297,cnfvx-efqsj-tyc5c-oyf2f-hxxpz-obonr-c7djf-a2hdm-fwjdg-ntqxy-bqe,73226156550e8ebefaca8c5203e82a06fb4ab0eab26e392332ae190275c234cb,199_000_000
jr4y7-mikor-uwiaa-aaaaa-cmaca-uaqca-aaa4i-q,1_644_161_595_864_052_936,cnfvx-efqsj-tyc5c-oyf2f-hxxpz-obonr-c7djf-a2hdm-fwjdg-ntqxy-bqe,ea50cb243cbbd2bf3c21c05116807e7c7e149b4838c125d7e3be39312acedea7,149_000_000
wkvps-aykor-uwiaa-aaaaa-cmaca-uaqca-aaaoi-a,1_644_163_728_316_467_403,vy7ta-di3xf-bhbw3-6dssu-3d2my-ytsa6-72kiu-wdizq-qfx2l-at5eh-wqe,1fca25ec6d1b99ab09b94c32693db670ae40305074d1c381c1a82c2d799be640,400_000_000
ov6vd-nykor-uwiaa-aaaaa-cmaca-uaqca-aaapv-q,1_644_175_879_657_557_632,z7wbn-34eoa-lo5s5-j4da2-zukvm-3vgni-ce3mr-c57z5-wkbcy-wf2nq-vae,2f7977ff5f13b2f77e69392f5887a639c4baf244b57de684670f3ec731586eec,160_000_000
h4zex-2ykor-uwiaa-aaaaa-cmaca-uaqca-aabqp-a,1_644_183_515_317_445_618,vy7ta-di3xf-bhbw3-6dssu-3d2my-ytsa6-72kiu-wdizq-qfx2l-at5eh-wqe,13de08b6cdbbb4b0aa5a0b0f3a7cd25fca230d2d1b5caefb800828cd996de333,100_000_000
vq53i-5qkor-uwiaa-aaaaa-cmaca-uaqca-aabsj-q,1_644_184_966_915_487_145,vy7ta-di3xf-bhbw3-6dssu-3d2my-ytsa6-72kiu-wdizq-qfx2l-at5eh-wqe,1b07d6d3410a112aa78be3d2279255783e2018b7dd75cdf1c9d834067a9ee214,100_000_000
anhr4-rqkor-uwiaa-aaaaa-cmaca-uaqca-aaagd-q,1_644_226_644_264_819_276,yhn2v-t774e-txow6-jfziz-jn2zy-qfut2-i6nrw-u7iuk-hc2ms-fpbue-2ae,f85bc1bf57e03bf47a67e49ee032b4e7f223150f6bed36e0d6fdc6b7166821b1,110_000_000
rqrtn-5ikor-uwiaa-aaaaa-cmaca-uaqca-aabvy-a,1_644_236_693_563_525_276,75yz3-k5ks5-kzgib-7nngn-r2djr-djnko-oh2ne-jvxgt-g7eyv-qnirv-4qe,aa073e60b2ab9209202562757d7093f93427874dcda854a352d9f359fa6fb7ac,153_000_000
i2m7i-7ykor-uwiaa-aaaaa-cmaca-uaqca-aabwa-q,1_644_236_840_860_754_401,nwwdk-yui5k-npxor-xkpjx-loqxi-ncjxc-lxovy-eypkr-hip7r-v4btz-aae,aa073e60b2ab9209202562757d7093f93427874dcda854a352d9f359fa6fb7ac,198_000_000
xvca4-vqkor-uwiaa-aaaaa-cmaca-uaqca-aaah2-q,1_644_238_191_475_947_423,h3ell-57typ-aemgz-t23cb-rukgz-buchr-7ahwv-6olqn-szoxe-hgtg7-eae,81d1c1f2b0a83a3348252bfde1312dd00717715f372d71f220906e80d0763bb4,110_000_000
pchf6-hakor-uwiaa-aaaaa-cmaca-uaqca-aaatb-a,1_644_242_481_745_762_506,2ogsq-5xhwm-3al34-dyisl-ddsgl-6bsml-xakhg-43bi3-jpwr3-cmzts-2ae,0fad9b2aa9974c978f425823b004c91c134ec6fd6060f96453f3822346a8dba4,300_000_000
dhwbn-aykor-uwiaa-aaaaa-cmaca-uaqca-aaba3-q,1_644_246_802_088_712_196,t6vga-qeyxw-awopv-anyzq-rcwcf-my7ge-larqy-bjjvc-mmtx3-vlyx6-4ae,aa073e60b2ab9209202562757d7093f93427874dcda854a352d9f359fa6fb7ac,150_000_000
67v4d-yykor-uwiaa-aaaaa-cmaca-uaqca-aaaqp-a,1_644_248_319_587_689_181,34vzx-c7ekl-qr3tq-5ninz-hu6jn-7gkml-46kxg-nxac4-eadzh-jp42s-nae,2f7977ff5f13b2f77e69392f5887a639c4baf244b57de684670f3ec731586eec,290_000_000
mp7zb-eykor-uwiaa-aaaaa-cmaca-uaqca-aaaem-a,1_644_270_086_848_846_144,5k5s6-bgeul-fzx5p-6ytni-jjouc-ihurx-fd4bv-uusyg-maf2k-dy5e5-iqe,25fe47cac6ca2a25c16cb6fffbbbd06e6f05f5e922a8684c82bbbcc5e42bb247,99_000_000
yhuiw-fikor-uwiaa-aaaaa-cmaca-uaqca-aaas2-a,1_644_276_129_871_564_089,34vzx-c7ekl-qr3tq-5ninz-hu6jn-7gkml-46kxg-nxac4-eadzh-jp42s-nae,13ffab722cf4aac9487fe92af6f8c986c814411ad10b3438235e63caa113c437,110_000_000
ixh4h-gqkor-uwiaa-aaaaa-cmaca-uaqca-aaa4o-q,1_644_277_582_404_984_952,kxufn-wroym-bzfur-lgxve-36cbf-gzd3w-qmwrc-x2pgd-vkuv7-q5aje-fqe,2047f0a78a61f979cb6a1a0ddd59dfbe6fcf1ec1221dfa28ad247704842583f9,110_000_000
3eqx2-hqkor-uwiaa-aaaaa-cmaca-uaqca-aabhp-a,1_644_282_278_674_248_379,4lqe2-fvyf6-zvxju-hrytq-b4vgr-ftwn7-d55zf-4kkuo-uvsj5-7oied-5ae,5f4c619dc8981c9578f9a0101695ddb242174e64f0ae327c4759cbe2cbac7dfd,110_000_000
2e2zz-cykor-uwiaa-aaaaa-cmaca-uaqca-aaaa3-q,1_644_286_716_702_882_985,34vzx-c7ekl-qr3tq-5ninz-hu6jn-7gkml-46kxg-nxac4-eadzh-jp42s-nae,ccfb2be999880581d65a6f623d832f46a2fea441e68cd47630602aad60ab3421,290_000_000
vcpcg-hykor-uwiaa-aaaaa-cmaca-uaqca-aaagu-a,1_644_289_203_744_178_182,2dqbg-dnn5k-hkwjr-lylbu-rytrv-aiy5x-cbloq-bvfi7-fofni-4lokh-oae,9805ed18d7b85868894035e602e20faad616e3feeed61b5d87fa26f976b37387,100_000_000
xdnd3-uakor-uwiaa-aaaaa-cmaca-uaqca-aaa2i-q,1_644_289_266_303_681_656,qk65t-5hspj-rszns-xjias-t5oem-35yfj-shfq5-xniig-ca6cu-2eymk-rqe,9805ed18d7b85868894035e602e20faad616e3feeed61b5d87fa26f976b37387,109_000_000
wuqik-nykor-uwiaa-aaaaa-cmaca-uaqca-aabwj-q,1_644_289_361_264_389_421,4lzmx-yuaib-5qpl6-vj7rs-lywkk-wzkty-zyk4g-imuqv-kfykz-wsrzu-rae,9805ed18d7b85868894035e602e20faad616e3feeed61b5d87fa26f976b37387,119_000_000
jjiv4-oykor-uwiaa-aaaaa-cmaca-uaqca-aaad3-q,1_644_289_419_087_246_291,vavny-raouj-ksj34-ipdjc-qj4nb-6jdo7-bpkhb-ghxlx-y5q62-id4ty-pae,9805ed18d7b85868894035e602e20faad616e3feeed61b5d87fa26f976b37387,114_999_999
wuxf5-pykor-uwiaa-aaaaa-cmaca-uaqca-aaawq-q,1_644_299_982_136_881_724,lpmvb-fqoy5-fgvkq-em56t-kzr6d-b6k6a-dty4f-hazff-tadbo-6q4j4-gqe,b8fa102ee3b5abe25d99e16fa9c5aa8be3ecd327409029f5911ea70e5afaddd3,555_000_000
uqxvl-yykor-uwiaa-aaaaa-cmaca-uaqca-aaav5-a,1_644_300_023_673_722_066,g2jut-6bkor-4iw5b-5dys6-5bn27-kqlmm-jwtau-kbp3h-sujw3-sukek-xae,b8fa102ee3b5abe25d99e16fa9c5aa8be3ecd327409029f5911ea70e5afaddd3,459_999_999
ibi7a-hakor-uwiaa-aaaaa-cmaca-uaqca-aaab4-q,1_644_347_480_576_301_917,l6ivw-at2ii-4natu-hpuyt-umec3-gbo6z-phlx5-zlgya-btn37-2b77j-oqe,a49c00da2fad4c7a309fe5e3b6b65175f60e0865fc0f6d33e74587f4196272bf,110_000_000
edqx5-sikor-uwiaa-aaaaa-cmaca-uaqca-aaadt-a,1_644_390_137_673_742_364,f6pcr-sdaua-nxvqa-ofogi-zb7g6-zdnk4-kphuj-mknoa-mqycq-2qev5-2ae,dfc4c3d01dbf34c8e7bb2fb74eeafbaf3893a14e2f2b6374de397b920da4950e,105_000_000
dsjpb-3akor-uwiaa-aaaaa-cmaca-uaqca-aaavg-q,1_644_404_984_912_366_620,tajom-nfz4f-a4dpu-uhsgm-sqglk-utlp2-ppu7m-iyf2x-pwum4-ppxbi-tae,5f4c619dc8981c9578f9a0101695ddb242174e64f0ae327c4759cbe2cbac7dfd,100_000_000
mec5c-qakor-uwiaa-aaaaa-cmaca-uaqca-aabjj-q,1_644_449_942_309_159_668,2qg3h-yf7rt-5vzd3-jwd3u-s66qd-qo6qv-5sk4n-wfchr-z5va6-nkpct-iae,2b93c549fed34573a3e5c95c8b8e6423722ed94c5417cb9e73091340a224d6a4,105_000_000
nojk3-pqkor-uwiaa-aaaaa-cmaca-uaqca-aaafk-q,1_644_463_151_981_595_888,hwbpj-wm4f2-kztqm-5lia2-gx7bh-lzb55-ftlge-3odfr-bqydr-sg4nm-jae,0fad9b2aa9974c978f425823b004c91c134ec6fd6060f96453f3822346a8dba4,150_000_000
kqqmn-jykor-uwiaa-aaaaa-cmaca-uaqca-aaaxv-a,1_644_470_583_714_910_565,p7fwn-3oojv-waybp-z6agf-jn3at-lj3nt-tb557-qy3tt-tvuel-2np3y-2qe,79026e209b24167118832ae13db00a5ca82634ab80dcffc0c3ec53eb957a01de,150_000_000
afkyu-7akor-uwiaa-aaaaa-cmaca-uaqca-aaadj-a,1_644_480_013_757_396_725,slj6p-ienzb-qqjzg-cains-x44po-3hmg7-n2ep7-ghqde-yxhuq-z2i47-aae,02d6c677b129e96e7a3d00920a2d9a8494f61cf7c4be325670ecde4fd082a789,125_000_000
xnv3e-gakor-uwiaa-aaaaa-cmaca-uaqca-aaaif-a,1_644_487_066_273_524_609,2qg3h-yf7rt-5vzd3-jwd3u-s66qd-qo6qv-5sk4n-wfchr-z5va6-nkpct-iae,30a2a8507350261460379009ba9bdde3b72525cb4242486cce3b43dd2ee4991c,100_000_000
2kbx5-bykor-uwiaa-aaaaa-cmaca-uaqca-aaac2-q,1_644_488_701_344_291_676,2kj4i-eillo-aa665-jbt5p-jmnbm-7yxvc-6lcy3-2g32m-bo3xc-im3kv-7ae,dfc4c3d01dbf34c8e7bb2fb74eeafbaf3893a14e2f2b6374de397b920da4950e,100_000_000
vzpzc-makor-uwiaa-aaaaa-cmaca-uaqca-aaab5-q,1_644_504_594_142_748_621,5ljop-km3jo-be7yj-3tknw-l56rl-bx62b-phqik-wk257-kxjgs-2udow-gqe,9619c14556cbab82ab835218e0d77bc1a18fff5c1ccb62270c856abb602fff27,100_000_000
misod-fikor-uwiaa-aaaaa-cmaca-uaqca-aaafm-q,1_644_504_679_183_842_994,ekkz5-nhsk6-73kl5-stkrs-ewmll-w2vuu-uirvq-wkhyi-rmbtr-r7rtn-dqe,9619c14556cbab82ab835218e0d77bc1a18fff5c1ccb62270c856abb602fff27,100_000_000
r4f3a-3akor-uwiaa-aaaaa-cmaca-uaqca-aabji-q,1_644_504_757_778_115_744,2qg3h-yf7rt-5vzd3-jwd3u-s66qd-qo6qv-5sk4n-wfchr-z5va6-nkpct-iae,9619c14556cbab82ab835218e0d77bc1a18fff5c1ccb62270c856abb602fff27,100_000_000
cybod-vqkor-uwiaa-aaaaa-cmaca-uaqca-aabjj-a,1_644_504_867_988_962_515,2qg3h-yf7rt-5vzd3-jwd3u-s66qd-qo6qv-5sk4n-wfchr-z5va6-nkpct-iae,9619c14556cbab82ab835218e0d77bc1a18fff5c1ccb62270c856abb602fff27,100_000_000
rbthi-5ikor-uwiaa-aaaaa-cmaca-uaqca-aabjk-q,1_644_505_018_881_252_512,2qg3h-yf7rt-5vzd3-jwd3u-s66qd-qo6qv-5sk4n-wfchr-z5va6-nkpct-iae,9619c14556cbab82ab835218e0d77bc1a18fff5c1ccb62270c856abb602fff27,100_000_000
lzlw7-makor-uwiaa-aaaaa-cmaca-uaqca-aaatz-a,1_644_505_122_855_441_912,34vzx-c7ekl-qr3tq-5ninz-hu6jn-7gkml-46kxg-nxac4-eadzh-jp42s-nae,9619c14556cbab82ab835218e0d77bc1a18fff5c1ccb62270c856abb602fff27,105_000_000
34abv-wakor-uwiaa-aaaaa-cmaca-uaqca-aaaij-q,1_644_505_196_975_296_243,4lzmx-yuaib-5qpl6-vj7rs-lywkk-wzkty-zyk4g-imuqv-kfykz-wsrzu-rae,9619c14556cbab82ab835218e0d77bc1a18fff5c1ccb62270c856abb602fff27,119_000_000
gspjh-6qkor-uwiaa-aaaaa-cmaca-uaqca-aabvd-q,1_644_506_810_750_763_468,4fozd-4oaof-dulaa-vczbc-j7vmt-b4nea-44436-5lnf6-xkxoe-llox5-iqe,f6ce08d00a4c5d9df813c8bcfd1fd18987908b583d5145f783bf1b4133f12172,150_000_000
qwomz-eqkor-uwiaa-aaaaa-cmaca-uaqca-aaafl-q,1_644_507_921_907_768_862,udame-qm2wh-jr37l-rdwdg-wxd6i-yuq6m-hwztd-fnjvy-gzzsy-bzpud-sqe,588d26fdcbf5d5b6fc12abc2fb8b1670617394c903414dfcb03675723c0ca554,160_000_000
llzpr-wikor-uwiaa-aaaaa-cmaca-uaqca-aabhe-q,1_644_513_263_931_794_435,d6ydv-tfkru-jlaq6-vhna3-seylf-ygihs-mhskz-hlxsd-mfbf4-g6tb2-jae,d796d39d25cd5ef9cef1272f45f7a746df52192eecac63b7bb48510dd644af0f,139_000_000
iz4sd-fqkor-uwiaa-aaaaa-cmaca-uaqca-aaa6p-q,1_644_515_390_734_465_256,6346t-vksjg-6wq52-yrbfi-kiwtt-fqqsl-vil2k-ovz2x-pl6g3-7546t-rqe,4c2db62a025c416b6b60351954370db9ff99dc312547fe8c22323b5f792e269c,190_000_000
vzpzc-makor-uwiaa-aaaaa-cmaca-uaqca-aaab5-q,1_644_515_936_006_718_745,sue2p-v7iuw-rdsq6-ba4rx-ztq6g-tsvwo-wwls6-lra67-3uk32-cq6pd-sqe,59306b030a31cd2f4418276c30f2efd6d352ef26bf5849d8a7548e130c1c66fc,50_000_000
lzlw7-makor-uwiaa-aaaaa-cmaca-uaqca-aaatz-a,1_644_515_993_483_028_551,sue2p-v7iuw-rdsq6-ba4rx-ztq6g-tsvwo-wwls6-lra67-3uk32-cq6pd-sqe,59306b030a31cd2f4418276c30f2efd6d352ef26bf5849d8a7548e130c1c66fc,60_000_000
cybod-vqkor-uwiaa-aaaaa-cmaca-uaqca-aabjj-a,1_644_516_043_952_957_250,sue2p-v7iuw-rdsq6-ba4rx-ztq6g-tsvwo-wwls6-lra67-3uk32-cq6pd-sqe,59306b030a31cd2f4418276c30f2efd6d352ef26bf5849d8a7548e130c1c66fc,60_000_000
rbthi-5ikor-uwiaa-aaaaa-cmaca-uaqca-aabjk-q,1_644_516_416_514_616_001,sue2p-v7iuw-rdsq6-ba4rx-ztq6g-tsvwo-wwls6-lra67-3uk32-cq6pd-sqe,59306b030a31cd2f4418276c30f2efd6d352ef26bf5849d8a7548e130c1c66fc,60_000_000
rbthi-5ikor-uwiaa-aaaaa-cmaca-uaqca-aabjk-q,1_644_522_690_051_897_342,iqwwm-wdnfl-tfx5k-y5rgs-cnexc-keejb-cw4xq-6nbyt-a7ijf-j3mty-bqe,62e075297912475c4af9ba952a6b18e4e9d44efe8e40d0e7be1ede31eb936893,90_000_000
2ffs3-5ykor-uwiaa-aaaaa-cmaca-uaqca-aabwf-a,1_644_522_877_426_209_850,p2b5j-vm3kt-icj4t-iqhup-7nbvw-3qx5w-fhagf-lty2u-ueix6-lqvmo-cqe,3246261c6932157e931d4966d66ac779c44f8cf2a3facf7670112a9597708bdc,156_000_000
pzeib-5ykor-uwiaa-aaaaa-cmaca-uaqca-aaaee-a,1_644_522_990_954_921_279,rnyd2-w66ui-5lrck-jysj2-o6hkd-njck6-ssevw-57mqf-tehyn-qovrv-oqe,3246261c6932157e931d4966d66ac779c44f8cf2a3facf7670112a9597708bdc,110_000_000
lzlw7-makor-uwiaa-aaaaa-cmaca-uaqca-aaatz-a,1_644_523_038_612_155_148,iqwwm-wdnfl-tfx5k-y5rgs-cnexc-keejb-cw4xq-6nbyt-a7ijf-j3mty-bqe,3246261c6932157e931d4966d66ac779c44f8cf2a3facf7670112a9597708bdc,90_000_000
vzpzc-makor-uwiaa-aaaaa-cmaca-uaqca-aaab5-q,1_644_523_086_755_780_980,iqwwm-wdnfl-tfx5k-y5rgs-cnexc-keejb-cw4xq-6nbyt-a7ijf-j3mty-bqe,3246261c6932157e931d4966d66ac779c44f8cf2a3facf7670112a9597708bdc,90_000_000
cybod-vqkor-uwiaa-aaaaa-cmaca-uaqca-aabjj-a,1_644_523_140_526_265_800,iqwwm-wdnfl-tfx5k-y5rgs-cnexc-keejb-cw4xq-6nbyt-a7ijf-j3mty-bqe,3246261c6932157e931d4966d66ac779c44f8cf2a3facf7670112a9597708bdc,90_000_000
phczc-bykor-uwiaa-aaaaa-cmaca-uaqca-aabmj-a,1_644_523_191_124_077_747,dkqah-qbqbt-dovha-ifjoo-2wstc-jwzsg-2qv3j-f526t-x2gnv-4tvyp-6qe,3246261c6932157e931d4966d66ac779c44f8cf2a3facf7670112a9597708bdc,100_000_000
s7bem-zykor-uwiaa-aaaaa-cmaca-uaqca-aaa45-q,1_644_523_241_137_760_202,mvk6l-cmjoz-lwzwt-zf6vb-juy34-ytqht-ugutz-dnd4n-uwdgi-oltod-gqe,3246261c6932157e931d4966d66ac779c44f8cf2a3facf7670112a9597708bdc,120_000_000
pvu3a-iqkor-uwiaa-aaaaa-cmaca-uaqca-aabib-a,1_644_523_299_217_501_326,f6pcr-sdaua-nxvqa-ofogi-zb7g6-zdnk4-kphuj-mknoa-mqycq-2qev5-2ae,3246261c6932157e931d4966d66ac779c44f8cf2a3facf7670112a9597708bdc,119_000_000
ayy7q-kikor-uwiaa-aaaaa-cmaca-uaqca-aabt6-q,1_644_524_850_951_188_422,slyyg-d7bzw-63adu-ue6zm-nw4bg-62rbx-xp3af-yz4mp-wrwyy-vyr6b-tae,3246261c6932157e931d4966d66ac779c44f8cf2a3facf7670112a9597708bdc,120_000_000
34abv-wakor-uwiaa-aaaaa-cmaca-uaqca-aaaij-q,1_644_525_727_147_471_771,sue2p-v7iuw-rdsq6-ba4rx-ztq6g-tsvwo-wwls6-lra67-3uk32-cq6pd-sqe,59306b030a31cd2f4418276c30f2efd6d352ef26bf5849d8a7548e130c1c66fc,90_000_000
misod-fikor-uwiaa-aaaaa-cmaca-uaqca-aaafm-q,1_644_530_188_106_574_887,sue2p-v7iuw-rdsq6-ba4rx-ztq6g-tsvwo-wwls6-lra67-3uk32-cq6pd-sqe,6ac89d0ee05bb8b102490a0ffdc3ff46744e61ed8131cdaa3a08319592187ae8,80_000_000
say6n-2ykor-uwiaa-aaaaa-cmaca-uaqca-aaaco-a,1_644_537_800_794_277_084,o4ybx-k5hbw-j75xv-q6ldk-4xtce-a2pgs-sh237-qw2zv-6prih-kkjwv-5qe,5f4c619dc8981c9578f9a0101695ddb242174e64f0ae327c4759cbe2cbac7dfd,120_000_000
p2ufk-hqkor-uwiaa-aaaaa-cmaca-uaqca-aabml-a,1_644_554_893_336_674_306,eqkhw-64fn6-fled2-5tw6j-6zfax-czxt4-2yo6i-dvmgz-aepr7-g73o4-eqe,588d26fdcbf5d5b6fc12abc2fb8b1670617394c903414dfcb03675723c0ca554,119_000_000
4c2ry-bikor-uwiaa-aaaaa-cmaca-uaqca-aaak2-q,1_644_554_923_692_468_051,h33jc-4uvij-j2ltc-jchpt-mdnmc-f4dv6-6myhb-4pmik-am5hx-mvfl6-rae,588d26fdcbf5d5b6fc12abc2fb8b1670617394c903414dfcb03675723c0ca554,120_000_000
x3zoy-wqkor-uwiaa-aaaaa-cmaca-uaqca-aaaf3-q,1_644_561_488_691_961_751,pr7bo-rd644-i2moq-uriag-oeuin-kacof-juraj-oooqz-znz5h-slxrx-qae,d05fdba2461a557793aaa15741885ef066154faae038c2d13d1d977543c1d368,199_000_000
n7iif-6qkor-uwiaa-aaaaa-cmaca-uaqca-aaaju-q,1_644_569_384_430_578_190,3ma7z-coido-rdjbo-xjmx3-3udhj-axrcp-vjdna-6ynxc-ftv64-demdy-7qe,85d95e71fa0e630cc0cd3e44546f5f8cf2291d6f8afe67af1ec61c0a88a9cfc4,180_000_000
nonrx-4qkor-uwiaa-aaaaa-cmaca-uaqca-aabv7-a,1_644_569_531_130_860_390,xa3gm-hinfs-m2z3m-jnuci-eqoks-vga7o-hdqnb-dnosd-3lczp-ye6zh-7qe,85d95e71fa0e630cc0cd3e44546f5f8cf2291d6f8afe67af1ec61c0a88a9cfc4,198_000_000
6qsp6-vykor-uwiaa-aaaaa-cmaca-uaqca-aabu4-a,1_644_577_758_597_464_992,a3gtv-z6xa4-lkirl-5d3m5-3xadw-5enp3-bhvra-dbceb-ps2x2-hjprk-6ae,0f1195548c67e42bc94580405493c02f85ea93926f8a679f620bfcdc33c5ab0b,140_000_000
34abv-wakor-uwiaa-aaaaa-cmaca-uaqca-aaaij-q,1_644_586_681_404_570_174,iqwwm-wdnfl-tfx5k-y5rgs-cnexc-keejb-cw4xq-6nbyt-a7ijf-j3mty-bqe,e798c9f254b18d10074068594090ebc047cc95dd7acb53b98cd41bdf172f6c2a,130_000_000
klqxj-cakor-uwiaa-aaaaa-cmaca-uaqca-aaaq4-q,1_644_593_004_093_434_588,gw74r-eqpup-et2h7-uqluj-55qyq-kicyy-4kmqq-j66aq-ng3lx-md7wv-wae,b0209ff50d8a0d3b2500db74cf81d1e2ef3a47196ba6dc28148ec5878f53fbe5,135_000_000
224i2-6ykor-uwiaa-aaaaa-cmaca-uaqca-aabiw-q,1_644_614_120_591_855_361,tlrcs-345h4-vvl6o-2u3ry-umsfk-mpehg-ko4ev-6eu2h-xyjgb-eegx3-rqe,41dd27d081215144234d2d185ee5bb42dc9bc71cf567bbabf71667da2d786b57,140_000_000
bcoxo-kykor-uwiaa-aaaaa-cmaca-uaqca-aabvr-q,1_644_625_243_539_086_209,yfoa2-npxzo-mfag4-zkt4w-yuwjs-y74zq-y2qkl-7kzyn-dqdrl-nlc5e-3qe,721c6646911ab5853996824d9cb485bf9c4749242b470446d879dd50f254a275,155_000_000
e6f5o-fakor-uwiaa-aaaaa-cmaca-uaqca-aaat5-q,1_644_638_440_203_857_866,vncde-ndih3-f6cav-24v57-et4ua-ekyrz-jqaud-psnw2-5ubwm-tv3eq-lae,b64b1a5cba1ab89058da54ab153b4df6ed2fa2fce67b65bac669eb1e1d5b5456,250_000_000
